BLZ	Bankname
58691500	Volksbank Eifel Mitte
58691500	Volksbank Eifel Mitte (Gf P2)
58691500	Volksbank Speicher Ndl d VB Eifel Mitte
58751230	Sparkasse Mittelmosel-Eifel Mosel Hunsrück
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank
58760954	Vereinigte Volksbank Raiffeisenbank (Gf P2)
58761343	Raiffeisenbank Zeller Land
58761343	Raiffeisenbank Zeller Land
58761343	Raiffeisenbank Zeller Land
58761343	Raiffeisenbank Zeller Land
58761343	Raiffeisenbank Zeller Land
58761343	Raiffeisenbank Zeller Land
58761343	Raiffeisenbank Zeller Land
58761343	Raiffeisenbank Zeller Land (Gf P2)
58771224	Deutsche Bank Privat und Geschäftskunden
58771224	Deutsche Bank Privat und Geschäftskunden
58771224	Deutsche Bank Privat und Geschäftskunden
58771242	Deutsche Bank
58771242	Deutsche Bank
58771242	Deutsche Bank
58790100	Vereinigte Volksbank
58790100	Vereinigte Volksbank (Gf P2)
59000000	Bundesbank
59010011	ZVC Postbank Gf FK 11
59010012	ZVC Postbank Gf FK 12
59010013	ZVC Postbank Gf FK 13
59010014	ZVC Postbank Gf FK 14
59010015	ZVC Postbank Gf FK 15
59010016	ZVC Postbank Gf FK 16
59010017	ZVC Postbank Gf FK 17
59010018	ZVC Postbank Gf FK 18
59010019	ZVC Postbank Gf FK 19
59010020	ZVC Postbank GF FK 20
59010021	ZVC Postbank GF FK 21
59010022	ZVC Postbank GF FK 22
59010023	ZVC Postbank GF FK 23
59010024	ZVC Postbank GF FK 24
59010025	ZVC Postbank GF FK 25
59010026	ZVC Postbank GF FK 26
59010027	ZVC Postbank Gf FK 27
59010028	ZVC Postbank Gf FK 28
59010029	ZVC Postbank Gf FK 29
59010031	ZVC Postbank Gf FK 31
59010032	ZVC Postbank Gf FK 32
59010033	ZVC Postbank Gf FK 33
59010034	ZVC Postbank Gf FK 34
59010035	ZVC Postbank Gf FK 35
59010036	ZVC Postbank Gf FK 36
59010037	ZVC Postbank Gf FK 37
59010038	ZVC Postbank Gf FK 38
59010039	ZVC Postbank Gf FK 39
59010040	ZVC Postbank Gf FK 40
59010041	ZVC Postbank Gf FK 41
59010042	ZVC Postbank Gf FK 42
59010044	ZVC Postbank Gf FK 44
59010045	ZVC Postbank Gf FK 45
59010047	ZVC Postbank Gf FK 47
59010048	ZVC Postbank Gf FK 48
59010049	ZVC Postbank Gf FK 49
59010066	Postbank
59010111	SEB
59010400	Saarl Investitionskreditbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020090	UniCredit Bank - HypoVereinsbank
59020700	Hanseatic Bank
59040000	Commerzbank
59040000	Commerzbank
59040000	Commerzbank
59040000	Commerzbank
59040000	Commerzbank
59040000	Commerzbank
59040000	Commerzbank
59050000	Landesbank Saar
59050101	Sparkasse Saarbrücken
59050101	Sparkasse Saarbrücken
59050101	Sparkasse Saarbrücken
59050101	Sparkasse Saarbrücken
59050101	Sparkasse Saarbrücken
59050101	Sparkasse Saarbrücken
59050101	Sparkasse Saarbrücken
59050101	Sparkasse Saarbrücken
59050101	Sparkasse Saarbrücken
59051090	Stadtsparkasse Völklingen
59052020	SKG BANK
59070000	Deutsche Bank Saarbruecken
59070070	Deutsche Bank Privat und Geschäftskunden
59070070	Deutsche Bank Privat und Geschäftskunden
59070070	Deutsche Bank Privat und Geschäftskunden
59070070	Deutsche Bank Privat und Geschäftskunden
59070070	Deutsche Bank Privat und Geschäftskunden
59070070	Deutsche Bank Privat und Geschäftskunden
59070070	Deutsche Bank Privat und Geschäftskunden
59070070	Deutsche Bank Privat und Geschäftskunden
59080090	Commerzbank vormals Dresdner Bank
59080090	Commerzbank vormals Dresdner Bank
59080090	Commerzbank vormals Dresdner Bank
59080090	Commerzbank vormals Dresdner Bank
59090626	apoBank
59090900	PSD Bank RheinNeckarSaar
59091000	Volksbank Völklingen-Warndt
59091500	Volksbank Sulzbachtal -alt-
59091800	Volksbank Quierschied -alt-
59092000	Vereinigte Volksbank im Regionalverband Saarbrücken
59092000	Vereinigte Volksbank (Gf P2)
59092000	Vereinigte Volksbank Zw Dudweiler
59092000	Vereinigte Volksbank Zw Friedrichsthal
59092000	Vereinigte Volksbank Zw Kleinblittersdorf
59092000	Vereinigte Volksbank Zw Quierschied
59099530	Raiffeisenkasse Wiesbach -alt-
59099530	Raiffeisenkasse Wiesbach (Gf P2)
59099550	Volksbank Nahe-Schaumberg
59099550	Volksbank Nahe-Schaumberg
59099550	Volksbank Nahe-Schaumberg
59099550	Volksbank Nahe-Schaumberg (Gf P2)
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar
59190000	Bank 1 Saar (Gf P2)
59190100	VVBS Ver. Volksbanken Saarbrücken-St Ingbert
59190200	Volksbank Saar-West
59190200	Volksbank Saar-West
59190200	Volksbank Saar-West
59190200	Volksbank Saar-West
59190200	Volksbank Saar-West
59190200	Volksbank Saar-West
59190200	Volksbank Saar-West (Gf P2)
59251020	Kreissparkasse St. Wendel
59251020	Kreissparkasse St. Wendel
59251020	Kreissparkasse St. Wendel
59251020	Kreissparkasse St. Wendel
59251020	Kreissparkasse St. Wendel
59251020	Kreissparkasse St. Wendel
59251020	Kreissparkasse St. Wendel
59251020	Kreissparkasse St. Wendel
59252046	Sparkasse Neunkirchen
59252046	Sparkasse Neunkirchen
59252046	Sparkasse Neunkirchen
59252046	Sparkasse Neunkirchen
59252046	Sparkasse Neunkirchen
59252046	Sparkasse Neunkirchen
59252046	Sparkasse Neunkirchen
59290100	Volksbank Neunkirchen
59291000	St. Wendeler Volksbank
59291000	St Wendeler Volksbank
59291000	St. Wendeler Volksbank
59291000	St. Wendeler Volksbank
59291000	St. Wendeler Volksbank
59291000	St. Wendeler Volksbank
59291000	St. Wendeler Volksbank
59291000	St. Wendeler Volksbank (Gf P2)
59291200	Volksbank Saarpfalz
59291200	Volksbank Saarpfalz
59291200	Volksbank Saarpfalz
59291200	Volksbank Saarpfalz
59291200	Volksbank Saarpfalz
59291200	Volksbank Saarpfalz
59291200	Volksbank Saarpfalz
59291200	Volksbank Saarpfalz (Gf P2)
59291300	Volksbank Spiesen-Elversberg -alt-
59292400	Eppelborner Volksbank -alt-
59300000	Bundesbank eh Saarlouis
59320087	UniCredit Bank - HypoVereinsbank
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59350110	Kreissparkasse Saarlouis
59351040	Sparkasse Merzig-Wadern
59351040	Sparkasse Merzig-Wadern
59351040	Sparkasse Merzig-Wadern
59351040	Sparkasse Merzig-Wadern
59351040	Sparkasse Merzig-Wadern
59351040	Sparkasse Merzig-Wadern
59351040	Sparkasse Merzig-Wadern
59390100	Volksbank Saarlouis
59390100	Volksbank Saarlouis
59390100	Volksbank Saarlouis
59390100	Volksbank Saarlouis
59390100	Volksbank Saarlouis
59390100	Volksbank Saarlouis (Gf P2)
59391100	Volksbank Untere Saar
59391100	Volksbank Untere Saar
59391100	Volksbank Untere Saar
59391200	Volksbank Überherrn
59391200	Volksbank (Gf P2)
59391800	Volksbank Wadgassen
59391800	Volksbank Wadgassen
59392000	Volksbank Dillingen
59392000	Volksbank Dillingen
59392000	Volksbank Dillingen
59392000	Volksbank Dillingen
59392000	Volksbank Dillingen (Gf P2)
59392200	Volksbank Untere Saar
59392200	Volksbank Untere Saar
59392200	Volksbank Untere Saar
59392200	Volksbank Untere Saar (Gf P2)
59392400	Volksbank
59392400	Volksbank Dillingen
59392400	Volksbank Dillingen
59392400	Volksbank Dillingen
59393000	levoBank
59393000	levoBank
59393000	levoBank
59393000	levoBank
59393000	levoBank
59393000	levoBank (Gf P2)
59394200	Volksbank Schmelz-Hüttersdorf
59450010	Kreissparkasse Saarpfalz
59450010	Kreissparkasse Saarpfalz
59450010	Kreissparkasse Saarpfalz
59450010	Kreissparkasse Saarpfalz
59450010	Kreissparkasse Saarpfalz
59450010	Kreissparkasse Saarpfalz
59450010	Kreissparkasse Saarpfalz
59491000	Volksbank Homburg -alt-
59491114	VR Bank Saarpfalz
59491200	Volksbank Blieskastel -alt-
59491300	VR Bank Saarpfalz
59491300	VR Bank Saarpfalz
59491300	VR Bank Saarpfalz
59491300	VR Bank Saarpfalz
59491300	VR Bank Saarpfalz
59491300	VR Bank Saarpfalz (Gf P2)
60000000	Bundesbank
60010070	Postbank
60010111	SEB
60010111	SEB
60010111	SEB
60010424	Aareal Bank
60010700	Landeskreditbank Baden-Württemberg Förderbank -alt-
60020030	Baden-Württembergische Bank
60020100	Schwäbische Bank
60020290	UniCredit Bank - HypoVereinsbank
60020290	UniCredit Bank - HypoVereinsbank
60020290	UniCredit Bank - HypoVereinsbank
60020290	UniCredit Bank - HypoVereinsbank
60020290	UniCredit Bank - HypoVereinsbank
60020290	UniCredit Bank - HypoVereinsbank
60020290	UniCredit Bank - HypoVereinsbank
60020300	VON ESSEN Bankgesellschaft
60020700	Hanseatic Bank
60030000	Mercedes-Benz Bank
60030100	Bankhaus Bauer, Stuttgart
60030200	Bankhaus Ellwanger & Geiger
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030600	CreditPlus Bank
60030666	CreditPlus Bank
60030700	AKTIVBANK
60030900	Isbank Fil Stuttgart
60033000	Wüstenrot Bausparkasse
60035810	IBM Deutschland Kreditbank
60040060	Commerzbank CC
60040061	Commerzbank CC
60040071	Commerzbank
60040071	Commerzbank
60040071	Commerzbank
60040071	Commerzbank
60040071	Commerzbank
60040071	Commerzbank
60040071	Commerzbank
60040071	Commerzbank
60050000	Landesbank Baden-Württemberg
60050009	ZV Landesbank Baden-Württemberg ISE
60050101	Landesbank Baden-Württemberg/Baden-Württembergische Bank
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Baden-Württembergische Bank/Landesbank Baden-Württemberg
60050101	Landesbank Baden-Württemberg/Rheinland-Pfalz Bank
60050101	Landesbank Baden-Württemberg/RLP Bank
60050101	Landesbank Baden-Württemberg/RLP Bank
60060000	DZ BANK
60060202	DZ PRIVATBANK Ndl. Stuttgart
60060396	Untertürkheimer Volksbank
60060396	Untertürkheimer Volksbank (Gf P2)
60060606	Evangelische Kreditgenossenschaft -Filiale Stuttgart-
60060893	VR-Bank Stuttgart
60060893	Volksbank Korntal Zndl d VR-Bank Stuttgart
60060893	VR-Bank Stuttgart
60062775	Echterdinger Bank
60062775	Echterdinger Bank (Gf P2)
60062909	Volksbank Strohgäu
60062909	Volksbank Strohgäu
60062909	Volksbank Strohgäu
60062909	Volksbank Strohgäu
60062909	Volksbank Strohgäu (Gf P2)
60069017	Raiffeisenbank Dellmensingen
60069017	Raiffeisenbank Dellmensingen (Gf P2)
60069017	Raiffeisenbank Dellmensingen Zw Stetten
60069066	Raiffeisenbank Niedere Alb
60069066	Raiffeisenbank Niedere Alb
60069066	Raiffeisenbank Niedere Alb
60069066	Raiffeisenbank Niedere Alb
60069066	Raiffeisenbank Niedere Alb (Gf P2)
60069075	Raiffeisenbank Vellberg-Großaltdorf
60069075	Raiffeisenbank Vellberg-Großaltdorf (Gf P2)
60069126	Raiffeisenbank Römerstein -alt-
60069126	Raiffeisenbank Römerstein -alt-
60069147	Raiffeisenbank Sondelfingen
60069147	Raiffeisenbank Sondelfingen (Gf P2)
60069158	Raiffeisenbank Steinheim
60069158	Raiffeisenbank Steinheim
60069158	Raiffeisenbank Steinheim (Gf P2)
60069206	Raiffeisenbank
60069206	Raiffeisenbank (Gf P2)
60069224	Genossenschaftsbank Weil im Schönbuch
60069224	Genossenschaftsbank Weil im Schönbuch (Gf P2)
60069235	Raiffeisenbank Zndl VB Nordschwarzwald
60069239	Bopfinger Bank Sechta-Ries
60069239	Bopfinger Bank Sechta-Ries
60069239	Bopfinger Bank Sechta-Ries
60069239	Bopfinger Bank Sechta-Ries
60069239	Bopfinger Bank Sechta-Ries
60069239	Bopfinger Bank Sechta-Ries (Gf P2)
60069242	Raiffeisenbank Gruibingen
60069242	Raiffeisenbank Gruibingen (Gf P2)
60069245	Raiffeisenbank Oberes Bühlertal
60069245	Raiffeisenbank Oberes Bühlertal (Gf P2)
60069245	Raiffeisenbank Oberes Bühlertal Bühlerzell
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller
60069251	Raiffeisenbank Donau-Iller (Gf P2)
60069302	Raiffeisenbank Erlenmoos
60069302	Raiffeisenbank Erlenmoos (Gf P2)
60069303	Raiffeisenbank Bad Schussenried
60069303	Raiffeisenbank Bad Schussenried (Gf P2)
60069308	Raiffeisenbank
60069308	Raiffeisenbank (Gf P2)
60069315	Volksbank Freiberg und Umgebung
60069325	Hegnacher Bank -alt-
60069325	Hegnacher Bank (Gf P2)
60069336	Raiffeisenbank Maitis
60069336	Raiffeisenbank Maitis (Gf P2)
60069343	Raiffeisenbank Rißtal
60069343	Raiffeisenbank Rißtal
60069346	Raiffeisenbank Ehingen-Hochsträß
60069346	Raiffeisenbank Ehingen-Hochsträß
60069346	Raiffeisenbank Ehingen-Hochsträß
60069346	Raiffeisenbank Ehingen-Hochsträß
60069346	Raiffeisenbank Ehingen-Hochsträß (Gf P2)
60069350	Raiffeisenbank Reute-Gaisbeuren
60069350	Raiffeisenbank Reute-Gaisbeuren (Gf P2)
60069355	Ehninger Bank
60069355	Ehninger Bank (Gf P2)
60069371	Raiffbk Neukirch Ndl d Volksbank Tettnang
60069378	Volksbank Dettenhausen
60069378	Volksbank Dettenhausen (Gf P2)
60069387	Dettinger Bank
60069387	Dettinger Bank (Gf P2)
60069417	Raiffeisenbank Kirchheim-Walheim
60069417	Raiffeisenbank Kirchheim-Walheim (Gf P2)
60069419	Uhlbacher Bank
60069419	Uhlbacher Bank (Gf P2)
60069420	Raiffeisenbank Mittelbiberach
60069431	Raiffeisenbank Oberessendorf
60069431	Raiffeisenbank Oberessendorf (Gf P2)
60069442	Raiffeisenbank Frankenhardt-Stimpfach
60069442	Raiffeisenbank Frankenhardt-Stimpfach
60069442	Raiffeisenbank Frankenhardt-Stimpfach (Gf P2)
60069455	Raiffeisenbank Vordersteinenberg
60069455	Raiffeisenbank Vordersteinenberg (Gf P2)
60069457	Raiffeisenbank Ottenbach
60069457	Raiffeisenbank Ottenbach (Gf P2)
60069461	Raiffeisenbank Rottumtal
60069461	Raiffeisenbank Rottumtal
60069461	Raiffeisenbank Rottumtal
60069461	Raiffeisenbank Rottumtal
60069461	Raiffeisenbank Rottumtal (Gf P2)
60069462	Winterbacher Bank
60069462	Winterbacher Bank (Gf P2)
60069463	Raiffeisenbank Geislingen-Rosenfeld
60069476	Raiffeisenbank Heidenheimer Alb
60069476	Raiffeisenbank Heidenheimer Alb
60069476	Raiffeisenbank Heidenheimer Alb (Gf P2)
60069485	Raiffeisenbank Oberer Wald
60069485	Raiffeisenbank Oberer Wald
60069485	Raiffeisenbank Oberer Wald (Gf P2)
60069505	Volksbank Murgtal Baiersbr-Klosterreichenbach
60069505	Volksbank Murgtal Baiersbr-Klosterreichenbach (Gf P2)
60069511	Genossenschaftsbank Honhardt
60069517	Scharnhauser Bank
60069517	Scharnhauser Bank (Gf P2)
60069520	Raiffeisenbank Ehingen-Hochsträß
60069527	Volksbank Brenztal
60069527	Volksbank Brenztal
60069527	Volksbank Brenztal
60069527	Volksbank Brenztal
60069527	Volksbank Brenztal
60069527	Volksbank Brenztal (Gf P2)
60069538	Löchgauer Bank
60069538	Löchgauer Bank (Gf P2)
60069538	Löchgauer Bank Gs
60069544	Raiffeisenbank Westhausen
60069544	Raiffeisenbank Westhausen (Gf P2)
60069545	Nufringer Bank -Raiffeisen-
60069545	Nufringer Bank -Raiffeisen- (Gf P2)
60069549	Walheimer Bank
60069553	Raiffeisenbank Aichhalden-Hardt-Sulgen
60069553	Raiffeisenbank Aichhalden-Hardt-Sulgen
60069553	Raiffeisenbank Aichhalden-Hardt-Sulgen
60069553	Raiffeisenbank Aichhalden-Hardt-Sulgen (Gf P2)
60069564	Raiffeisenbank Vordere Alb
60069564	Raiffeisenbank Vordere Alb
60069564	Raiffeisenbank Vordere Alb (Gf P2)
60069593	Raiffeisenbank Oberes Schlichemtal
60069593	Raiffeisenbank Oberes Schlichemtal Gs
60069593	Raiffeisenbank Oberes Schlichemtal Gs
60069593	Raiffeisenbank Oberes Schlichemtal Gs
60069593	Raiffeisenbank Oberes Schlichemtal Gs
60069593	Raiffeisenbank Oberes Schlichemtal Gs
60069593	Raiffeisenbank Oberes Schlichemtal Gs
60069595	Raiffeisenbank Schrozberg-Rot am See
60069595	Raiffeisenbank Schrozberg-Rot am See
60069595	Raiffeisenbank Schrozberg-Rot am See
60069595	Raiffeisenbank Schrozberg-Rot am See
60069595	Raiffeisenbank Schrozberg-Rot am See (Gf P2)
60069639	Raiffeisenbank Ingersheim
60069639	Raiffeisenbank Ingersheim (Gf P2)
60069647	Ebhauser Bank -Raiffeisenbank -alt-
60069648	Raiffeisenbank
60069648	Raiffeisenbank (Gf P2)
60069648	Raiffeisenbank Biberach
60069648	Raiffeisenbank Eberhardzell
60069648	Raiffeisenbank Hochdorf
60069669	Erligheimer Bank -alt-
60069670	Raiffeisenbank Ehingen-Hochsträß
60069670	Raiffeisenbank Ehingen-Hochsträß
60069670	Raiffeisenbank Ehingen-Hochsträß
60069670	Raiffeisenbank Ehingen-Hochsträß (Gf P2)
60069673	Abtsgmünder Bank -Raiffeisen-
60069673	Abtsgmünder Bank -Raiffeisen- (Gf P2)
60069673	Fachsenfelder Bank
60069680	Raiffeisenbank Bretzfeld-Neuenstein
60069680	Raiffeisenbank (Gf P2)
60069680	Raiffeisenbank Bretzfeld
60069685	Raiffeisenbank
60069685	Raiffeisenbank (Gf P2)
60069685	Raiffeisenbank Wangen
60069685	Raiffeisenbank Wangen
60069685	Raiffeisenbank Wangen
60069692	Raiffeisenbank Enzberg
60069705	Raiffeisenbank Schlat -alt-
60069706	Raiffeisenbank
60069706	Raiffeisenbank (Gf P2)
60069706	Raiffeisenbank Mehrstetten
60069710	Raiffeisenbank Gammesfeld
60069710	Raiffeisenbank Gammesfeld (Gf P2)
60069714	Raiffeisenbank Kocher-Jagst
60069714	Raiffeisenbank Kocher-Jagst
60069714	Raiffeisenbank Kocher-Jagst
60069714	Raiffeisenbank Kocher-Jagst
60069714	Raiffeisenbank Kocher-Jagst
60069714	Raiffeisenbank Kocher-Jagst
60069714	Raiffeisenbank Kocher-Jagst (Gf P2)
60069716	Raiffeisenbank Nattheim -alt-
60069716	Raiffeisenbank Nattheim (Gf P2)
60069724	Raiffeisenbank Heroldstatt -alt-
60069724	Raiffeisenbank Heroldstatt (Gf P2)
60069727	Raiffeisenbank
60069727	Raiffeisenbank (Gf P2)
60069738	Volksbank Freiberg und Umgebung
60069738	Volksbank Freiberg und Umgebung (Gf P2)
60069766	Volks- und Raiffeisenbank Boll -alt-
60069773	Raiffeisenbank Kreßberg -alt-
60069780	Genossenschaftsbank Grabenstetten
60069795	Volksbank Freiberg und Umgebung
60069798	Raiffeisenbank Horb
60069798	Raiffeisenbank Horb (Gf P2)
60069798	Raiffeisenbank Horb Gs Börstingen
60069817	Raiffeisenbank
60069817	Raiffeisenbank (Gf P2)
